name,County,Town_Latitude,Town_Longitude,impact_score,Assigned_Hub_Rank,Assigned_Hub_Name
Kokuselei,Turkana,4.055365981123272,35.70408240496702,201.0,21,Natoo
Lowareng'ak,Turkana,4.277820780509406,35.89327330512216,261.0,21,Natoo
Selicho,Marsabit,4.398835780343922,36.221657305190504,313.0,21,Natoo
Natoo,Turkana,4.214190280629068,35.76386050508311,229.0,21,Natoo
Lokitaung,Turkana,4.26911678043253,35.75226380512581,2330.0,21,Natoo
,Turkana,4.224715580703937,35.91040980508025,252.0,21,Natoo
Mlima-Tatu,Turkana,4.139907280659594,35.467509005047994,164.0,21,Natoo
,Turkana,4.506559879611145,35.750202005307706,263.0,21,Natoo
,Turkana,4.441093979818676,35.724064605259244,250.0,21,Natoo
Kachoda,Turkana,4.32144498019701,35.678173105170956,226.0,21,Natoo
Anam,Turkana,4.139013180998674,35.914553605014504,235.0,21,Natoo
,Turkana,4.624928778929179,35.39597510542084,228.0,21,Natoo
Kaaling,Turkana,4.369720779935235,35.551560105216375,210.0,21,Natoo
Kaikor,Turkana,4.5185142793207325,35.42120370533807,213.0,21,Natoo
Nachukui,Turkana,4.0649041812260585,35.88351380496051,217.0,21,Natoo
Spanish Mission,Turkana,4.122241081010556,35.854987405006305,227.0,21,Natoo
Kalokodo,Turkana,4.024134781347353,35.86206650493123,207.0,21,Natoo
Riokomor,Turkana,4.111656780942862,35.71746630500864,209.0,21,Natoo
Sangailu,Garissa,-1.3136317005844722,40.732611900203764,160.0,22,Dardesa
Libat,Garissa,-0.7833000015699538,40.916600000539155,230.0,22,Dardesa
Fafi,Garissa,-0.39178820287220134,40.32597430096111,99.0,22,Dardesa
Dardesa,Garissa,-0.9300630012679906,40.89804400043754,229.0,22,Dardesa
Welaluit,Garissa,-0.9333000012596521,40.90000000043472,229.0,22,Dardesa
Sarim,Garissa,-0.38330000241677303,40.96660000081937,176.0,22,Dardesa
Colbio,Garissa,-1.1504180005831481,41.20031900020408,256.0,22,Dardesa
Haridfi,Garissa,-0.5833000020815168,40.81660000070838,181.0,22,Dardesa
Galamagala,Garissa,-1.1938661008069276,40.767548300280296,175.0,22,Dardesa
Kundi,Garissa,-1.133300000994217,40.683300000344005,164.0,22,Dardesa
Ela,Garissa,-1.166600000852335,40.78330000029587,181.0,22,Dardesa
Amuma,Garissa,-0.34149320254774707,40.91762180086166,162.0,22,Dardesa
Bata,Garissa,-1.3666000001151068,41.23330000004062,213.0,22,Dardesa
Z Kolbio,Garissa,-0.9376500011261693,41.069700000390085,261.0,22,Dardesa
Elaa,Garissa,-1.166600000852335,40.78330000029587,181.0,22,Dardesa
hulugho,Garissa,-1.1501585006858586,41.060090500239326,240.0,22,Dardesa
Guraru,Other / Border,-0.625306401855522,40.99694100063476,215.0,22,Dardesa
Digira / Igria,Garissa,-1.0969951009499097,40.84963670032939,201.0,22,Dardesa
Tukeli,Garissa,-1.0674970009998654,40.86622200034646,207.0,22,Dardesa
Sangoleaku,Garissa,-0.5500000021183388,40.86660000072083,183.0,22,Dardesa
Habul,Garissa,-0.5166000021554971,40.91660000073339,186.0,22,Dardesa
Cascia Debin,Other / Border,-0.7017000016872653,40.99819900057875,228.0,22,Dardesa
Dambala دامبالا,Other / Border,-0.9590799010603335,41.09737680036777,264.0,22,Dardesa
Diriye ديريي,Other / Border,-1.1362262005965456,41.22239760020875,260.0,22,Dardesa
,Nyeri,-0.4111472051207766,37.09716390159497,170.0,23,Kibingoti Town
Baricho,Kirinyaga,-0.5555685046872874,37.24046840147215,140.0,23,Kibingoti Town
Ihithe,Nyeri,-0.48150500511145533,36.86977010158725,220.0,23,Kibingoti Town
Kutus,Kirinyaga,-0.5730989045871568,37.32785000144454,180.0,23,Kibingoti Town
Karuri,Murang'a,-0.7133707044649733,37.03569100140313,270.0,23,Kibingoti Town
Ndugamano,Nyeri,-0.49192980507478196,36.88804060157711,200.0,23,Kibingoti Town
Mukarara,Nyeri,-0.4808235050941778,36.8975607015829,170.0,23,Kibingoti Town
Wamagana,Nyeri,-0.4765307050814886,36.93093870158,130.0,23,Kibingoti Town
Sagana,Kirinyaga,-0.666531004454762,37.20815100140339,130.0,23,Kibingoti Town
Kibingoti Town,Kirinyaga,-0.5634146047052911,37.187603701476355,200.0,23,Kibingoti Town
Kibartare,Samburu,1.3626900905724697,37.36338970278933,159.0,24,Nairibi
Log-Logo,Marsabit,1.9883414892324127,37.91556120316564,77.0,24,Nairibi
Barchuma Guda,Isiolo,1.3832999911440125,38.21660000267041,203.0,24,Nairibi
Ngurunit,Samburu,1.74142738948536,37.31293630307139,198.0,24,Nairibi
Kauro,Samburu,1.0499999916586915,37.70000000251178,82.0,24,Nairibi
Lodosoit,Samburu,1.3499999907553382,37.56660000274927,147.0,24,Nairibi
Sereolipi,Samburu,1.126853191381249,37.599720102583035,97.0,24,Nairibi
Wamba,Samburu,0.9791559915742982,37.32387200252072,92.0,24,Nairibi
,Marsabit,1.9685125889707773,37.48936880321283,136.0,24,Nairibi
Korr,Marsabit,2.0039520888767584,37.49963530323755,130.0,24,Nairibi
Ndonyo Uasin,Samburu,1.3586101906375272,37.437380602775214,154.0,24,Nairibi
Nairibi,Marsabit,1.5478265903261275,37.72096050286959,182.0,24,Nairibi
Laisamis,Marsabit,1.5904789902683774,37.80251300288835,1680.0,24,Nairibi
Merille,Marsabit,1.4156820906904846,37.72248600277289,162.0,24,Nairibi
Ireasaboru,Isiolo,1.0792032924208677,38.83884600233964,146.0,25,Eldere
Badana,Isiolo,1.1132200924388078,38.982580002339006,116.0,25,Eldere
Merti,Isiolo,1.0665999923256686,38.666600002360916,184.0,25,Eldere
Languyato,Garissa,0.4140858945310946,39.394450301745955,135.0,25,Eldere
Bulla Languyato,Garissa,0.40951419453974175,39.390880801743315,136.0,25,Eldere
Shimbirey,Garissa,-0.03136020431655693,39.4961127014017,99.0,25,Eldere
Elan,Garissa,0.7635218935896017,39.3080266020196,69.0,25,Eldere
Biliqo,Isiolo,0.8940645926409154,38.48262710226704,189.0,25,Eldere
Korbesa,Isiolo,1.2119345920319111,38.788814902446724,163.0,25,Eldere
Goda,Isiolo,1.004670792400644,38.54829800233626,210.0,25,Eldere
Biliqi,Isiolo,1.2340371919872828,38.80790610245976,160.0,25,Eldere
Dida Abakiri,Isiolo,0.7286497929129027,38.270877502184376,132.0,25,Eldere
Muchuro,Isiolo,0.9616898925758656,38.633044602289836,192.0,25,Eldere
Malkadaka,Isiolo,0.840149692790496,38.49593260222545,182.0,25,Eldere
Maalimin,Garissa,0.3861836945648081,39.34697490173498,143.0,25,Eldere
Gafarsa,Isiolo,0.9381271926080772,38.593513802279595,201.0,25,Eldere
Mbalambala,Garissa,0.050064195176242346,39.06656100154749,170.0,25,Eldere
Dadacha Basa,Isiolo,1.3045335919231242,38.97330250248307,132.0,25,Eldere
Saka Junction,Garissa,0.03278369544221822,39.374739401472944,123.0,25,Eldere
Danyere,Garissa,0.010719795034655871,38.74067180158351,184.0,25,Eldere
Korbesa,Isiolo,0.24999999417266489,38.35000000182759,91.0,25,Eldere
Malkagala,Isiolo,1.2712508918789585,38.79609740248946,165.0,25,Eldere
Bulesa,Isiolo,0.963413792499896,38.536451202308164,208.0,25,Eldere
Eldere,Isiolo,0.5962879936666599,38.8398022019856,173.0,25,Eldere
Bahadale,Garissa,0.04994899517657499,39.06664580154741,170.0,25,Eldere
Biyambombi,Garissa,0.5494193943160072,39.557133501813006,104.0,25,Eldere
Lunguata,Garissa,0.4146178945305947,39.395539601746115,135.0,25,Eldere
Languyato,Garissa,0.40950149453947443,39.39048340174338,136.0,25,Eldere
Kubi Turkana,Isiolo,0.569022793266994,38.198137302082536,93.0,25,Eldere
Garba Tula,Isiolo,0.5267139936036159,38.514354001995336,1430.0,25,Eldere
Barata,Isiolo,0.6999621930319965,38.3333447021527,135.0,25,Eldere
Benane,Isiolo,0.499999993781804,38.666600001948076,171.0,25,Eldere
,Tana River,-0.05824680463658984,38.96830200148962,173.0,25,Eldere
Jarajara,Tana River,-0.043427204640660466,39.01135500149161,167.0,25,Eldere
Halane,Tana River,-0.04272110460611082,39.0614065014821,158.0,25,Eldere
Mado Gashi,Isiolo,0.7332999935611475,39.16660000202429,960.0,25,Eldere
Afwein,Garissa,0.35284829465116846,39.35280700170951,150.0,25,Eldere
Dujis,Garissa,0.24907249493308217,39.39099520162632,165.0,25,Eldere
Mado Yaka,Isiolo,0.7000480930317493,38.333289702152776,135.0,25,Eldere
Saricho,Isiolo,1.0832999925931905,39.08330000229851,93.0,25,Eldere
Sericho,Isiolo,1.134464392474636,39.10484170233263,90.0,25,Eldere
Benane,Isiolo,0.5030600937711236,38.66247340195105,1710.0,25,Eldere
Saka,Garissa,0.14999999513069256,39.33330000156605,150.0,25,Eldere
Gotu,Isiolo,0.7780549926450709,38.07779100225343,103.0,25,Eldere
Kasei,West Pokot,2.0106219872008055,35.21055300352397,135.0,26,Lomerimudang
Kour,West Pokot,2.022445087251804,35.33196000351944,144.0,26,Lomerimudang
,Turkana,2.1349443870384794,35.49637490358111,181.0,26,Lomerimudang
Katakar,Other / Border,1.9002374873830195,35.012172503467795,112.0,26,Lomerimudang
,Turkana,2.2398052866861593,35.43669040366163,1970.0,26,Lomerimudang
Kukurna,West Pokot,1.9665999872632196,35.11660000350307,124.0,26,Lomerimudang
Kamnunguuawa,West Pokot,1.9665999872749254,35.13330000350133,124.0,26,Lomerimudang
Anglogitat,Turkana,1.9499999875224303,35.41660000345952,136.0,26,Lomerimudang
Morukorg,West Pokot,1.9666480872397363,35.08326960350656,124.0,26,Lomerimudang
Lomerimudang,Turkana,2.0784552871533317,35.424460903548955,163.0,26,Lomerimudang
Korinyang,Turkana,2.236752886698358,35.441105403659016,196.0,26,Lomerimudang
Nganukonharengak,Turkana,2.349999986486541,35.61660000372118,170.0,26,Lomerimudang
Akoule,Other / Border,1.8019198876554359,34.995630503401514,92.0,26,Lomerimudang
Alakas,Other / Border,1.8552491874987806,34.991448503438804,103.0,26,Lomerimudang
Chepongos,Other / Border,1.9115008873443597,35.00358010347649,115.0,26,Lomerimudang
Kasiasa,Other / Border,1.8632596874784049,34.99544470344393,105.0,26,Lomerimudang
Lokodi,Other / Border,1.931038087281625,34.99496650349093,119.0,26,Lomerimudang
Motui,Other / Border,1.871277187465192,35.00974610344799,106.0,26,Lomerimudang
Ausukyon,Other / Border,2.1395906866384604,34.949106703640545,167.0,26,Lomerimudang
Nakinglas,West Pokot,2.1999999864718793,34.966600003680995,179.0,26,Lomerimudang
Kanaroyon,Other / Border,1.9948453870826899,34.976304003537095,134.0,26,Lomerimudang
Kapanyirit,Other / Border,1.9547356872103716,34.9916537035077,125.0,26,Lomerimudang
,West Pokot,1.5811705885304035,35.349083503210224,63.0,26,Lomerimudang
,West Pokot,1.5300918887205588,35.415659203167216,68.0,26,Lomerimudang
Katilu,Turkana,2.272124286586382,35.43140600368509,1910.0,26,Lomerimudang
,Turkana,2.477005586133067,35.65544490380805,143.0,26,Lomerimudang
,West Pokot,1.5376567886862187,35.39687120317461,67.0,26,Lomerimudang
,Turkana,1.837943387891059,35.48026020337399,124.0,26,Lomerimudang
Korokough Road,West Pokot,1.949363587397247,35.236180103478475,122.0,26,Lomerimudang
Burgich,West Pokot,1.966613187239901,35.08335960350652,124.0,26,Lomerimudang
Lokori,Turkana,1.9517711879528077,36.028876503391054,233.0,26,Lomerimudang
Lokichar,Turkana,2.376657986427881,35.64598700373714,1650.0,26,Lomerimudang
,West Pokot,1.919757087577214,35.36993290344342,126.0,26,Lomerimudang
,West Pokot,1.6049447884582186,35.34182550322748,65.0,26,Lomerimudang
Orwa,West Pokot,1.666599988370899,35.466600003256,95.0,26,Lomerimudang
,West Pokot,1.5620748887058216,35.52319750317679,91.0,26,Lomerimudang
Kunyao,West Pokot,1.7832999877467877,35.05000000338291,85.0,26,Lomerimudang
Lossom,West Pokot,1.9832999871679056,35.05000000352156,128.0,26,Lomerimudang
Murua Korg,West Pokot,1.9665632872400074,35.08331150350649,124.0,26,Lomerimudang
Mukus,West Pokot,1.849999987788112,35.38330000339319,113.0,26,Lomerimudang
Kamunguuawa,West Pokot,1.9665999872749254,35.13330000350133,124.0,26,Lomerimudang
Amakuriat,West Pokot,2.2763632862731638,35.00714720373053,194.0,26,Lomerimudang
Nakwamoru,Turkana,2.056982587220969,35.43116730353311,159.0,26,Lomerimudang
Kalemngorok,Turkana,2.1362714870352026,35.49725620358198,1810.0,26,Lomerimudang
Kaputir,Turkana,2.0761927871822317,35.455885103544,165.0,26,Lomerimudang
Lopot,West Pokot,2.037013887186789,35.300158903533024,145.0,26,Lomerimudang
Kainuk,Turkana,1.7746428880886573,35.503024703327156,117.0,26,Lomerimudang
,West Pokot,1.5407983887154326,35.45139300317045,76.0,26,Lomerimudang
Loperot,Turkana,2.333993086692855,35.837078403686135,182.0,26,Lomerimudang
Lorogon,West Pokot,1.9282930875490352,35.36502550344992,127.0,26,Lomerimudang
Nabeiye,Turkana,2.135662586999654,35.444694603587145,176.0,26,Lomerimudang
Muriling,Turkana,2.449999986415185,35.9333000037592,166.0,26,Lomerimudang
Juluk,Turkana,2.1661435868866237,35.41203860361212,180.0,26,Lomerimudang
Kasikiroi,West Pokot,1.8867073874290916,35.0220304034574,108.0,26,Lomerimudang
,Turkana,2.2191650868275192,35.54919600363516,199.0,26,Lomerimudang
Mungat,West Pokot,1.6117075884823155,35.4037077032251,76.0,26,Lomerimudang
Mariny,West Pokot,1.5934219885322434,35.40125080321271,74.0,26,Lomerimudang
Lotongot,West Pokot,1.7332999882984839,35.633300003283274,134.0,26,Lomerimudang
Nawoyakegae,Turkana,2.102302787096699,35.44324110356375,169.0,26,Lomerimudang
Kapelbok,Turkana,2.0990959870875194,35.41703520356429,166.0,26,Lomerimudang
,West Pokot,1.8489492875510476,35.04037330342934,99.0,26,Lomerimudang
Turbi,Marsabit,3.300220585643873,38.37684450410561,158.0,27,Turbi
Burgabo,Marsabit,3.179065085851528,38.15612910403997,191.0,27,Turbi
Walda,Marsabit,3.455196185262255,38.51560950420958,1200.0,27,Turbi
Funan Qumbi,Marsabit,3.3684289854110006,38.35486060416223,159.0,27,Turbi
Godole,Marsabit,3.591589684882663,38.587354304308604,104.0,27,Turbi
Mude,Marsabit,2.5737807877101213,38.16537470357135,66.0,27,Turbi
Olla Agana,Marsabit,3.215669185695424,38.10302300407547,197.0,27,Turbi
Lgawoshu,Marsabit,3.1655969858344792,38.080164504039445,186.0,27,Turbi
Sololo,Marsabit,3.5628069850199084,38.64360560427819,91.0,27,Turbi
Dambala Fullchana,Marsabit,3.5054226852891412,38.75101580421794,67.0,27,Turbi
Bubisa,Marsabit,2.705301087254711,38.087017603683066,86.0,27,Turbi
Sololo Makutano,Marsabit,3.5087693851955115,38.64687250423467,90.0,27,Turbi
,Kitui,-0.7767442031483588,38.739501701031365,155.0,28,
Mutulia,Kitui,-0.4666000040526708,38.45000000130495,135.0,28,
Mbuvu,Kitui,-0.7500000034221843,38.43330000111233,92.0,28,
Kimuu,Kitui,-0.7666000033385683,38.50000000108743,104.0,28,
Kakunike,Kitui,-0.766600003443132,38.350000001117664,74.0,28,
Ngomeni,Kitui,-0.6500000036701066,38.40000000118789,98.0,28,
Mkapuwanzee,Kitui,-0.6833000034900664,38.55000000113478,122.0,28,
Syumbungu,Kitui,-0.9000000030430383,38.50000000099578,98.0,28,
Ngathune,Kitui,-0.2333000047126784,38.28330000149978,127.0,28,
Thangata,Kitui,-0.20000000476752633,38.31660000151668,126.0,28,
Janoni,Kitui,-0.5666000037772749,38.51660000122229,130.0,28,
Nzeewani,Kitui,-0.8833000030450244,38.55000000099699,109.0,28,
Balish,Tana River,-0.219441503889404,39.47645770127048,64.0,28,
Saka,Tana River,-0.14075100418043324,39.32904160135753,98.0,28,
,Tana River,-0.1917377040984083,39.27743350133169,100.0,28,
Kaningo,Kitui,-0.8166000032041257,38.533300001046236,108.0,28,
Bangali,Tana River,-0.7247364030680964,39.017618401009514,1500.0,28,
,Tana River,-1.1080449021524548,39.129525400719615,183.0,28,
Mandongoi,Kitui,-0.5166000038441954,38.58330000124368,148.0,28,
Ruko,Tana River,-0.14855010430229604,39.135599101391556,131.0,28,
Nguni,Kitui,-0.8040793033870137,38.31049200109991,620.0,28,
Dela,Wajir,2.3028816897092113,39.7097219031183,144.0,29,Machine Ben
Dunto,Wajir,2.710762888733484,39.98921410339339,2130.0,29,Machine Ben
Eldas,Wajir,2.492411789043556,39.566935003291405,1970.0,29,Machine Ben
Kilkile,Wajir,2.4227660892412692,39.55867000323806,185.0,29,Machine Ben
Masalale,Wajir,2.549764088894804,39.5925083033323,204.0,29,Machine Ben
Mathow,Wajir,2.1490968901351617,39.68900330300163,120.0,29,Machine Ben
Hungai,Wajir,2.238385690278975,40.19417120298173,112.0,29,Machine Ben
Yaqow,Wajir,2.205411789923652,39.62516080305665,139.0,29,Machine Ben
Kubidula,Wajir,2.6409460887404133,39.73810600338014,209.0,29,Machine Ben
Mansa,Wajir,2.5315071894502297,40.2213727032098,1760.0,29,Machine Ben
Malkaguftu,Wajir,2.6449248885989456,39.57515560341032,222.0,29,Machine Ben
Fullo,Wajir,2.713965488373923,39.55122070346888,206.0,29,Machine Ben
Batalo,Wajir,2.8325330883048094,39.90988910350423,241.0,29,Machine Ben
Noor Kilo,Wajir,2.1289469899113285,39.329078903047886,182.0,29,Machine Ben
El Yunis,Wajir,2.089404590448472,39.871150802922834,85.0,29,Machine Ben
Qara,Wajir,1.964673590187763,39.082544802963106,222.0,29,Machine Ben
,Wajir,2.692768088331186,39.41751250347379,196.0,29,Machine Ben
Lakole,Wajir,2.5151849886608972,39.166237503374745,220.0,29,Machine Ben
Ogaralle,Wajir,2.750204088792459,40.208624903387346,223.0,29,Machine Ben
Abdiwaqo,Wajir,2.300063989599805,39.56048980314166,164.0,29,Machine Ben
Kuro,Wajir,2.8363212882479183,39.85331170351667,230.0,29,Machine Ben
Arb Jahan,Wajir,2.0674553898361436,39.00537720305463,233.0,29,Machine Ben
Beerjanay,Wajir,2.6075783891048085,40.070170003297044,189.0,29,Machine Ben
Durweye,Wajir,2.4752160895944617,40.195632103169444,163.0,29,Machine Ben
Haragal,Wajir,2.362910589665396,39.87427630313697,141.0,29,Machine Ben
Tarbaj,Wajir,2.208360990304459,40.118038002971815,102.0,29,Machine Ben
Dambas,Wajir,2.4051204896560074,40.01679740314539,1450.0,29,Machine Ben
Jaijai,Wajir,2.4752578894386588,40.000944903203774,160.0,29,Machine Ben
Bula Hagar,Wajir,1.9865459906788387,39.793875902856485,78.0,29,Machine Ben
El Ben,Wajir,2.303734990084447,40.185873003034956,125.0,29,Machine Ben
Machine Ben,Wajir,2.4407874894878403,39.93622320318772,155.0,29,Machine Ben
Anole,Wajir,2.4959503891668557,39.73568520326578,179.0,29,Machine Ben
Alamurgo,Wajir,1.9267927908589912,39.809401402807275,67.0,29,Machine Ben
Sarman,Wajir,2.539036089213009,39.952757903262764,1760.0,29,Machine Ben
Giriftu,Wajir,1.9999999906065176,39.7500000028748,88.0,29,Machine Ben
Buna,Wajir,2.7886361881090465,39.499993503536366,186.0,29,Machine Ben
Rhamu,Mandera,3.9290029859624553,41.22159540419052,1410.0,30,Yabicho
Ashabito,Mandera,3.5523691868704814,40.86912070393214,235.0,30,Yabicho
Qumbiso,Mandera,3.906886286162153,41.37195790414587,107.0,30,Yabicho
JabI,Mandera,3.7201169865342876,41.103243804033255,174.0,30,Yabicho
Olla,Mandera,3.8965944857679435,40.86804300422207,219.0,30,Yabicho
,Other / Border,3.9671015859684347,41.373572504197156,107.0,30,Yabicho
Qorahey,Mandera,4.007042485575438,41.0648843042834,176.0,30,Yabicho
Guticha,Mandera,3.5943962867050754,40.830420003973906,240.0,30,Yabicho
Bambo,Mandera,3.5258966870394923,40.97122350389246,217.0,30,Yabicho
Rhamu Dimtu,Mandera,4.017794785539241,41.06359720429279,177.0,30,Yabicho
Hullow,Mandera,4.1803795847796215,40.798434604474416,241.0,30,Yabicho
Yabicho,Mandera,3.9386584858846545,41.166918704208,153.0,30,Yabicho
,Other / Border,4.242607784483624,40.69283750454405,267.0,30,Yabicho
Malka Roqa,Mandera,4.110500985070835,40.86985550440346,222.0,30,Yabicho
,Mandera,4.08207608518874,40.89869290437458,215.0,30,Yabicho
Sala,Mandera,3.9360871859894413,41.28026000418658,128.0,30,Yabicho
Garsey,Mandera,4.066097185325625,40.998177204344785,192.0,30,Yabicho
Omboga,Homa Bay,-0.4353676067064131,34.62209810196581,160.0,31,Suneka
Nyamira,Nyamira,-0.5665950061930415,34.935711701838294,360.0,31,Suneka
Kebirigo,Nyamira,-0.6011810060945757,34.962309001812436,360.0,31,Suneka
Sindo,Homa Bay,-0.5403063067482251,34.16469710196142,250.0,31,Suneka
Kosele,Homa Bay,-0.428287006679337,34.69044940196089,160.0,31,Suneka
Suneka,Kisii,-0.6786512060766828,34.70777590180005,130.0,31,Suneka
Magina,Homa Bay,-0.6868900061791878,34.51683870182185,80.0,31,Suneka
,Turkana,4.192277079692697,34.3989981051516,133.0,32,
Kalemulem,Other / Border,3.8255672807541004,34.1466476048979,151.0,32,
Lokichogio,Turkana,4.205067279620459,34.36004340516296,1410.0,32,
,Turkana,4.1967780796799365,34.4026983051547,133.0,32,
,Turkana,4.1953277796839386,34.40136110515372,133.0,32,
,Turkana,4.064425580475373,34.872830905030554,66.0,32,
Nanam,Turkana,4.211215579746575,34.561986105157,114.0,32,
Kalobeyei Town,Turkana,3.7666937812955528,34.625148404827144,440.0,32,
Lokongae,Turkana,4.106957280343676,34.89029740506103,76.0,32,
Kanaro,Other / Border,3.6448320815473454,34.41375840475191,95.0,32,
,Turkana,4.155442279839966,34.42794010512303,123.0,32,
,Turkana,4.059283680235185,34.52043080504741,93.0,32,
Nadapal,Turkana,4.405048578873635,34.28407770531378,1850.0,32,
Oropoi,Turkana,3.8133462809462055,34.35710470487727,104.0,32,
Pirre,Other / Border,3.833610980701074,34.11027800490566,159.0,32,
,Turkana,3.8835510808637372,34.56849150491593,62.0,32,
Nakururum,Turkana,3.992241180482227,34.5475441049967,79.0,32,
Lodungokwe,Samburu,0.8700680916346039,37.00625670249265,85.0,33,Sosian Shopping Centre
Ewaso,Laikipia,0.5594815923657395,36.90138000229184,127.0,33,Sosian Shopping Centre
Longopito,Isiolo,0.6983012921897195,37.15762140234842,103.0,33,Sosian Shopping Centre
Kinamba,Laikipia,0.41392459233263246,36.32086990228055,77.0,33,Sosian Shopping Centre
Lodokejek,Samburu,0.8547651915698459,36.85840930250435,64.0,33,Sosian Shopping Centre
Thome,Laikipia,0.30201939281201456,36.60587620216064,79.0,33,Sosian Shopping Centre
Ol Moran,Laikipia,0.5349356921402857,36.48892730233812,113.0,33,Sosian Shopping Centre
Tandare,Laikipia,0.37217659241751777,36.29045830225669,72.0,33,Sosian Shopping Centre
Chemoigut,Baringo,0.6832999915565177,36.200000002482334,68.0,33,Sosian Shopping Centre
Kipsing,Isiolo,0.6032116924959967,37.24440360226788,86.0,33,Sosian Shopping Centre
Ol Mukutan,Baringo,0.6333989917323457,36.26674920243849,73.0,33,Sosian Shopping Centre
Mukutan,Baringo,0.632375991723234,36.249785002440255,70.0,33,Sosian Shopping Centre
Il Polei,Laikipia,0.36060699299172183,37.074864102126284,76.0,33,Sosian Shopping Centre
Kirimon,Samburu,0.7412479918816284,36.87982430242171,88.0,33,Sosian Shopping Centre
Sipili,Laikipia,0.40670829239072676,36.37852000226697,81.0,33,Sosian Shopping Centre
Rumuruti,Laikipia,0.2690298928493913,36.540366402148344,640.0,33,Sosian Shopping Centre
Tura,Laikipia,0.5332999925254535,37.03330000225282,115.0,33,Sosian Shopping Centre
Sosian Shopping Centre,Laikipia,0.43263609253510477,36.681535502238425,112.0,33,Sosian Shopping Centre
Kimanjo,Laikipia,0.4766936926538457,37.01108880221704,103.0,33,Sosian Shopping Centre
Kirichu,Laikipia,0.41659999280986426,37.01660000217448,90.0,33,Sosian Shopping Centre
Kabel Village,Baringo,0.3088492925353969,36.22934590222289,66.0,33,Sosian Shopping Centre
Ol Maisor II,Laikipia,0.37848079264923895,36.648634302206325,98.0,33,Sosian Shopping Centre
Dol Dol,Laikipia,0.4002599929563845,37.16650200213888,87.0,33,Sosian Shopping Centre
Tangulbei,Baringo,0.8001124913116109,36.28691780255021,100.0,33,Sosian Shopping Centre
Thuthuriki,Laikipia,0.06659999350709266,36.76660000197452,70.0,33,Sosian Shopping Centre
Lare,Meru,0.3377544936602207,37.93815800196405,230.0,34,Meru
Timau,Meru,0.08594449378735856,37.238906401909404,390.0,34,Meru
Kachulu,Meru,0.5589984931772402,38.03892980210334,75.0,34,Meru
Mitunguu,Meru,-0.10838750536313084,37.78083020168016,280.0,34,Meru
Meru,Meru,0.04997859416316967,37.65000630181341,100.0,34,Meru
Ndare,Meru,0.1925056936025522,37.34897350196436,62.0,34,Meru
Kinna,Isiolo,0.3191224938992399,38.20699060190281,62.0,34,Meru
Kiambogo,Nakuru,-0.6533520052718275,36.03544170161363,67.0,35,Nakuru
Nyalilpuch,Baringo,0.2332999926707633,36.15000000218373,64.0,35,Nakuru
Kiambogo Top,Nakuru,-0.6429968052737937,36.06865710161498,63.0,35,Nakuru
Central,Nakuru,-0.635901005319871,36.0238527016269,62.0,35,Nakuru
Maji Mazuri,Baringo,-0.022098607006044275,35.69133320208135,170.0,35,Nakuru
Salgaa,Nakuru,-0.20607240645232225,35.849308501936264,270.0,35,Nakuru
Nakuru,Nakuru,-0.280272406125492,36.07120480185292,100.0,35,Nakuru
Rongai,Nakuru,-0.1736647065221262,35.8620545019557,220.0,35,Nakuru
Moonlight,Nakuru,-0.6337518053300432,36.01600710162957,61.0,35,Nakuru
Kware,Nakuru,-0.6218851053246498,36.06568770162925,62.0,35,Nakuru
Nduu Vani Centre,Kitui,-1.1110187027402583,38.272093700898736,61.0,36,Kitui
Katangi,Machakos,-1.408409602501123,37.68825900081793,66.0,36,Kitui
Kikuu,Kitui,-1.4833000019206446,38.316600000639006,72.0,36,Kitui
Mzembe,Kitui,-1.6666000015318265,38.333300000513226,97.0,36,Kitui
Ikanga,Kitui,-1.7058200016327147,38.063855500544435,76.0,36,Kitui
Kaliku Centre,Kitui,-1.2897519023426733,38.29385070077361,65.0,36,Kitui
Masasini Centre,Kitui,-1.2332011024896623,38.25483420081976,62.0,36,Kitui
Kwa Nyota,Kitui,-1.2404260024444165,38.29848430080588,70.0,36,Kitui
Musikio,Kitui,-1.6333000017232713,38.150000000574245,66.0,36,Kitui
Kasunguni,Kitui,-1.518946801897004,38.242176700630864,61.0,36,Kitui
Mutitu,Kitui,-1.2255870025505895,38.18942900083834,500.0,36,Kitui
Kitui,Kitui,-1.3666000023683385,38.01660000077926,100.0,36,Kitui
Voo,Kitui,-1.6666000015318265,38.333300000513226,97.0,36,Kitui
Manyoeni,Kitui,-1.2182336024923401,38.297686900821006,71.0,36,Kitui
Chematu,Kitui,-1.5833000016799887,38.3666000005616,92.0,36,Kitui
Gurar,Wajir,3.3681271863835054,39.57178890398952,1180.0,37,Adadijole
Quarsa Bulla,Wajir,3.293327586695121,39.667127703914346,143.0,37,Adadijole
Chipder,Wajir,2.7224976880826635,39.215927003529295,176.0,37,Adadijole
,Wajir,2.9560637875929094,39.48893260367128,154.0,37,Adadijole
,Wajir,3.021830987371626,39.46367890372771,140.0,37,Adadijole
Beramu,Wajir,2.9380038876458356,39.48628620365731,157.0,37,Adadijole
Dabel,Marsabit,3.1516521868013774,39.25105040386395,89.0,37,Adadijole
Eresteno,Wajir,3.465546786109942,39.61343530406223,124.0,37,Adadijole
Garse Ake,Wajir,2.883736187780207,39.447967303620175,162.0,37,Adadijole
