name,County,pop_range,impact_score,access_tier,dist_to_finance_km,Town_Latitude,Town_Longitude,walking_hours
,Kajiado,50 - 500 people,4.7,Tier 4: Critical Desert (>10km),23.29412033406585,-1.5479627029817533,36.51298150095292,4.7
,Kajiado,500 - 10k people,70.0,Tier 4: Critical Desert (>10km),34.831155490141235,-1.6043240029363144,36.399957900937714,7.0
Masai Village,Kajiado,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),17.908512662767706,-1.5378720029685156,36.56614780094959,3.6
Bric Apartments,Nairobi,Rural Settlement,0.1,Tier 1: High Access (0-2km),0.41301707054313647,-1.2933796033547642,36.77300320106914,0.1
Vikam B Centre,Nairobi,Rural Settlement,0.2,Tier 1: High Access (0-2km),0.8836522326153483,-1.213918703438282,36.90687030109619,0.2
Bony Flats,Nairobi,Rural Settlement,0.3,Tier 1: High Access (0-2km),1.3287859466926852,-1.2663831034564346,36.707199901098726,0.3
South Park,Machakos,Rural Settlement,0.6,Tier 2: Moderate Access (2-5km),2.979565212086133,-1.4195883029633942,36.95686950095288,0.6
,Narok,50 - 500 people,6.0,Tier 4: Critical Desert (>10km),29.970312100785517,-1.5917217035766718,35.438484301114684,6.0
,Narok,50 - 500 people,8.0,Tier 4: Critical Desert (>10km),40.05438432264695,-1.7142616033103888,35.45051430103658,8.0
Oloolaimutia,Narok,500 - 10k people,55.0,Tier 4: Critical Desert (>10km),27.67905372190983,-1.6171417035524753,35.39129190110683,5.5
Ewangan,Narok,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),17.04479190299121,-1.5079094038095604,35.352896401181134,3.4
,Kwale,50 - 500 people,0.3,Tier 1: High Access (0-2km),1.3718036707439019,-4.550917796022813,39.140403298480415,0.3
,Kwale,50 - 500 people,2.9,Tier 4: Critical Desert (>10km),14.67925553150699,-4.506275396003067,39.277169098471056,2.9
Olesere,Narok,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.483380852104364,-1.3409257041736358,35.34800070128617,3.7
,Narok,50 - 500 people,8.8,Tier 4: Critical Desert (>10km),44.133563486722586,-1.5379428035893592,35.59929580112103,8.8
Mwabungo,Kwale,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.376162191863035,-4.356014896059951,39.53705029849355,0.5
,Kwale,50 - 500 people,1.2,Tier 3: Underserved (5-10km),6.0675426673756085,-4.487333196115136,39.13865979851971,1.2
,Kwale,50 - 500 people,2.5,Tier 4: Critical Desert (>10km),12.70482872671608,-4.428214296194104,39.14940479855305,2.5
Migwani,Kitui,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),17.91755025649515,-1.0922442029538824,38.01945940096257,3.6
"Yasini , Mayomboni",Other / Border,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.641179538996912,-4.668499695824294,39.19283509839473,2.9
Thathi-ini,Kiambu,500 - 10k people,1.0,Tier 1: High Access (0-2km),0.5289453102644154,-1.1764704035631266,36.84141580113272,0.1
Indian Bazaar,Kiambu,500 - 10k people,1.0,Tier 1: High Access (0-2km),0.3300906318458704,-1.1717946035843738,36.82475120113882,0.1
Mekelingi,Machakos,50 - 500 people,5.7,Tier 4: Critical Desert (>10km),28.281647991528143,-1.3780585025204015,37.75509110082462,5.7
Kisasi,Kitui,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.266975540064948,-1.5041167020697603,38.03175650068464,3.1
Kyluni,Kitui,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.352467637699675,-1.4269979022244266,38.04143230073391,1.5
Mugumo,Kiambu,500 - 10k people,4.0,Tier 2: Moderate Access (2-5km),2.2243283039273543,-1.1670710035611258,36.87536440113262,0.4
Kamiti Corner,Kiambu,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.3641450926422323,-1.158930503573857,36.88297150113654,0.5
Riabai,Kiambu,500 - 10k people,2.0,Tier 1: High Access (0-2km),0.8814286758825045,-1.1642089035882415,36.843905001140264,0.2
,Turkana,500 - 10k people,133.0,Tier 4: Critical Desert (>10km),66.51264487828996,4.192277079692697,34.3989981051516,13.3
,Kitui,50 - 500 people,1.7,Tier 3: Underserved (5-10km),8.511150815746863,-1.4055492023363525,37.94234100076851,1.7
kwa konza,Kitui,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.589394793475785,-1.3558369024353838,37.95107850079982,1.3
Good Hope Apartments,Kiambu,Rural Settlement,0.2,Tier 1: High Access (0-2km),0.9019355668694771,-1.2486789035128925,36.679705601115245,0.2
,Kajiado,< 50 people,0.56,Tier 4: Critical Desert (>10km),27.915055597126646,-1.8818427019731325,37.003669700645894,5.6
Kavumbu Trading Centre,Machakos,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.785832513856862,-1.522278602437101,37.42534170079534,2.4
Malaa,Machakos,50 - 500 people,3.1,Tier 4: Critical Desert (>10km),15.63667400258336,-1.2712917031612336,37.1373512010155,3.1
Tullu Roba,Marsabit,50 - 500 people,17.0,Tier 4: Critical Desert (>10km),85.09674645882345,2.7326282879175894,39.04508840356383,17.0
Karabala B,Kisumu,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.702930486222681,-0.035244807725897914,34.551656902230434,1.5
Kosanjo A East,Kisumu,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.652797095783013,-0.038832207723503584,34.54167090222943,1.7
Kosanjo B West,Kisumu,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.284414842657121,-0.04029170772466513,34.53432540222945,1.9
Nduta,Kisumu,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.740454084026449,-0.03142920773936558,34.54548140223368,1.5
Nyamor,Kisumu,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.448953818362073,-0.029247107752626313,34.533431502236645,1.7
,Baringo,500 - 10k people,87.0,Tier 4: Critical Desert (>10km),43.5132572933008,0.8634496909320962,35.981363602636456,8.7
,Baringo,500 - 10k people,49.0,Tier 4: Critical Desert (>10km),24.301889259477704,0.6678319913789721,35.8846271025162,4.9
Iladu,Marsabit,50 - 500 people,3.2,Tier 4: Critical Desert (>10km),15.9060498757867,3.401750485944848,39.159051504077766,3.2
Qoloba dam,Marsabit,50 - 500 people,4.6,Tier 4: Critical Desert (>10km),22.775560948008806,3.2975578862086476,39.07874810400592,4.6
Kumpa,Kajiado,10k - 100k people,270.0,Tier 4: Critical Desert (>10km),13.28676687290283,-1.9770107019179406,36.791565700626805,2.7
Isinya,Kajiado,10k - 100k people,0.0,Tier 1: High Access (0-2km),0.08311674817476657,-1.6859676024764838,36.84666840080186,0.0
,Kajiado,< 50 people,0.42,Tier 4: Critical Desert (>10km),21.13225882845602,-1.830296302099777,36.969949000685496,4.2
,Kajiado,< 50 people,0.45,Tier 4: Critical Desert (>10km),22.568178010715435,-1.837979502077065,36.980817300678446,4.5
,Kajiado,< 50 people,0.46,Tier 4: Critical Desert (>10km),23.079371984755003,-1.8442848020643732,36.98061350067445,4.6
,Kajiado,< 50 people,0.53,Tier 4: Critical Desert (>10km),26.519243149638754,-1.8753124019941745,36.99164810065243,5.3
Urudi A,Kisumu,500 - 10k people,12.0,Tier 3: Underserved (5-10km),6.0592083598186015,-0.023019907750753982,34.56004960223719,1.2
Urudi B,Kisumu,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.3659006081784835,-0.022684407755229504,34.55445990223813,1.3
Ojwero,Kisumu,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.054055582886868,-0.022492007762204173,34.54445740223955,1.4
Kokech A& B,Kisumu,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.858205262360926,-0.047019407696890864,34.55140430222291,1.8
Kosanjo B,Kisumu,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.786044608993308,-0.024590207761713882,34.53721660223914,1.6
Ziwani,Taita Taveta,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.801778353159271,-3.388782298676692,37.779834899532695,2.4
Molo,Nakuru,10k - 100k people,10.0,Tier 1: High Access (0-2km),0.27207884744404875,-0.2461150064337477,35.732486001927676,0.1
Golla,Marsabit,50 - 500 people,10.0,Tier 4: Critical Desert (>10km),50.249636202698674,3.098749686976005,39.26477050381968,10.0
Milsadeta,Wajir,500 - 10k people,140.0,Tier 4: Critical Desert (>10km),69.94593095431335,2.872022387548738,39.111624803663226,14.0
Mathuki Centre,Kitui,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),22.872260187051346,-1.037896602920086,38.24118790095455,4.6
Kwa Tundu Centre,Kitui,500 - 10k people,58.0,Tier 4: Critical Desert (>10km),29.17812551485851,-1.2195127025359076,38.229942100834116,5.8
Mwokaleri,Taita Taveta,50 - 500 people,0.4,Tier 2: Moderate Access (2-5km),2.11142433887544,-3.3442067983527104,38.416398599410655,0.4
Ngulini Centre,Kitui,500 - 10k people,50.0,Tier 4: Critical Desert (>10km),24.962551664393356,-1.338710802279027,38.23514280075289,5.0
Ol Kinyei,Laikipia,50 - 500 people,7.1,Tier 4: Critical Desert (>10km),35.70836403015965,0.3220720931605426,37.177830502082756,7.1
,Garissa,< 50 people,2.31,Tier 4: Critical Desert (>10km),115.33918085349366,-1.3136738001596653,41.32030430005635,23.1
,Garissa,< 50 people,2.33,Tier 4: Critical Desert (>10km),116.40684366116405,-1.3008267001897376,41.31500150006692,23.3
,Garissa,< 50 people,2.39,Tier 4: Critical Desert (>10km),119.28012569195838,-1.2581499003035381,41.2786925001068,23.9
,Garissa,< 50 people,2.32,Tier 4: Critical Desert (>10km),116.03711410850663,-1.2843004002598757,41.265002500091505,23.2
,Garissa,< 50 people,2.35,Tier 4: Critical Desert (>10km),117.3243691855954,-1.2808734002498379,41.288471800088004,23.5
Lugulu,Busia,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.27943742254041,0.39359999102918014,34.30520000253731,3.5
Maembe,Kisumu,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.532246383756174,-0.16866600715830024,34.918780102095575,3.7
Mindet Estate,Kisumu,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.731015137925347,-0.1602087071746936,34.925303502100135,3.7
Kowino 'b',Kisumu,500 - 10k people,49.0,Tier 4: Critical Desert (>10km),24.554921756979695,-0.14999520716034137,34.98535120209846,4.9
Nyachambla 'a',Kisumu,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.305589444036418,-0.15289970716778908,34.963153102099646,4.5
Mui Centre,Kitui,500 - 10k people,50.0,Tier 4: Critical Desert (>10km),24.863828020550592,-1.084311502826815,38.23018520092536,5.0
Musukini Centre,Kitui,500 - 10k people,57.0,Tier 4: Critical Desert (>10km),28.73824958919162,-1.175068402660794,38.18659690087294,5.7
Kyume Centre,Kitui,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.739664387289245,-1.1109308028107938,38.169486500919696,4.5
Nzia Trading Centre,Kitui,500 - 10k people,53.0,Tier 4: Critical Desert (>10km),26.515417992839925,-1.1406709027351096,38.18621480089622,5.3
Lundi centre,Kitui,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.836893121781756,-1.0262078029925812,38.172779400976324,3.2
Katangi,Machakos,500 - 10k people,66.0,Tier 4: Critical Desert (>10km),33.05535736989835,-1.408409602501123,37.68825900081793,6.6
Malaba,Other / Border,10k - 100k people,0.0,Tier 1: High Access (0-2km),0.15577282596096548,0.6407312903576402,34.26295620270266,0.0
Oketha,Kisumu,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),20.172970184962015,-0.15572990717500929,34.94155270210079,4.0
Nyachambla 'b',Kisumu,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.385266327089443,-0.16218440714692922,34.96036580209403,4.5
Walgano,Kisumu,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.4739865859172,-0.15327380717215797,34.95507630210052,4.3
,Turkana,500 - 10k people,123.0,Tier 4: Critical Desert (>10km),61.3516849008266,4.155442279839966,34.42794010512303,12.3
,Turkana,500 - 10k people,3.0,Tier 1: High Access (0-2km),1.415197435052313,3.712197881634853,34.84308350477309,0.3
,West Pokot,500 - 10k people,76.0,Tier 4: Critical Desert (>10km),37.768874309157006,1.5407983887154326,35.45139300317045,7.6
Moran Apartments,Kajiado,Rural Settlement,0.7,Tier 2: Moderate Access (2-5km),3.324094079668206,-1.3987764031847998,36.68729930101668,0.7
Karaira A,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.57038081705705,0.017141293221059502,36.17111920203529,4.3
Maji-Tamu B,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),21.99440983064285,0.002439493249157739,36.15934980202725,4.4
Karaira B,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),22.091055710754972,0.009431593237380003,36.167269302030725,4.4
Chemachei B,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.73713461734872,-0.014604906715773545,36.14947130201739,4.1
Rocks,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.347713874533596,-0.02271230669210537,36.155122402011095,4.3
Kibatit,Nakuru,500 - 10k people,49.0,Tier 4: Critical Desert (>10km),24.642938019807147,0.10638009298248621,36.14378720209929,4.9
Chemarmar,Nakuru,500 - 10k people,50.0,Tier 4: Critical Desert (>10km),25.154186545595707,0.17628469283653422,36.18430910214016,5.0
Chelitit,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),23.14189293014591,0.15659949289109137,36.19248380212565,4.6
Ndiroto,Nakuru,500 - 10k people,49.0,Tier 4: Critical Desert (>10km),24.554751701605543,0.1364774929231697,36.1662215021161,4.9
Coffee,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),19.12263510761518,0.13643309296162462,36.22249110210749,3.8
Nairobi,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),18.185879191912015,0.13118689297914943,36.229115002102965,3.6
Kanga,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.654342229868003,0.13067949298413775,36.23456750210178,3.5
Ngariba,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.492144094234817,0.12726139296385125,36.19237940210593,4.3
Kiboronjo,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.672577156964234,0.1159032930143497,36.22520250209329,3.5
Squarter,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.316935023750133,0.12365499298656529,36.21259430210042,3.9
Giastaff,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),18.851210605171904,0.11248889301351006,36.211562502093074,3.8
Nursery,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.267684009694253,0.1091930930313592,36.22579300208867,3.5
Kianyororo,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),17.767554763363034,0.10764699303127691,36.22004530208851,3.6
Kianugu,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.673182696033557,0.10583739302912117,36.21030630208879,3.7
Tuiyomoi,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.473120268356656,0.10012559301704609,36.17182450209083,4.5
Kapndege,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.031472970039797,0.07062869309410776,36.178017402070076,4.2
Ziwani,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.533969957644764,0.07285179307958516,36.16471330207361,4.5
Kasarani,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),22.88412491840264,0.08522569304851899,36.163964002082025,4.6
Kiambogo,Nakuru,500 - 10k people,48.0,Tier 4: Critical Desert (>10km),23.847141491101247,0.10132579300553081,36.159283002093545,4.8
Lekikor/Siriande,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.633330920963893,0.07286359306490714,36.14315260207691,4.5
Kaplelekwo,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.549767157233088,0.10014119302939352,36.190023902088065,4.1
Kamaech,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.45867175649688,0.08141349307255029,36.18543560207618,4.1
Central B,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),17.094279666896774,-0.05585350663938068,36.11335420199541,3.4
Kenya,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.822270426196393,-0.027571406713846443,36.10544440201549,3.2
Kianda Kenya,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.662356099089994,-0.025134606726816163,36.0950953020187,2.9
Nairobi,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.562923659024296,-0.03635490668214226,36.120561402007304,3.5
Chemachei A,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.69172290124642,-0.007196906740621003,36.13959280202385,3.9
Kapsebettin/Marangishu,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.020028412695066,0.007478293230324142,36.149795402032105,4.2
Maram,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),20.12273083122551,-0.023418306697813345,36.14412580201232,4.0
Kaboch,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.627883871991145,-0.03084470668278206,36.139496902008055,3.9
Kaplelekwo,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.539263386171363,0.013647893205245383,36.135147902038476,3.9
Kericho Ndogo,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.295422948501056,-0.0172571067240744,36.12763980201896,3.7
Sigito,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),17.993332919273975,-0.02488180670719457,36.12499970201428,3.6
Kapkabur,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),22.029846637413293,0.02455609319967515,36.16644810204096,4.4
Aruskale B,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.11695658423231,0.037300193173741385,36.17437510204829,4.2
Kipkowe,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),19.929211840648616,0.04329239312884109,36.12997210205911,4.0
Keibeton/Kotuton,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.707125261477643,0.038585993146662764,36.139142702054556,4.1
Mahinga,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),21.8750354829015,0.027908193182543027,36.153328402045226,4.4
Kasururei,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),21.793451565524652,0.054619093127559824,36.1691462020607,4.4
Aruskale A,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),22.863169852482283,0.04263699314963718,36.15821310205434,4.6
Kapkabur,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.18924693028705,0.026332993200387404,36.17391480204102,4.2
Kapchorwa Lower,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.499280484838778,-0.3084626061380382,35.95174530185301,0.5
Ngata Ex Adc,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.20906817467654,-0.2762657061961012,35.980106201869816,1.4
Westlands,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.906555701117836,-0.2578211062596496,35.95120320188648,1.6
Godhee,Marsabit,50 - 500 people,4.6,Tier 4: Critical Desert (>10km),22.864267415095114,3.3066818862156273,39.12329750400675,4.6
Nyaata,Marsabit,500 - 10k people,120.0,Tier 4: Critical Desert (>10km),60.02377368564645,2.9943887872832664,39.24757250373926,12.0
Lower Kaptembwo,Nakuru,500 - 10k people,10.0,Tier 2: Moderate Access (2-5km),4.948834903855757,-0.2872632061842033,35.95852580186592,1.0
Komen Farm,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.039284835340024,-0.2723202062509727,35.91215850188295,1.4
Mimwaita A,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.57912873972013,-0.24759470631088723,35.911318501899395,1.9
Rigogo Center,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.456805636074858,-0.24981610631993226,35.88979530190123,2.1
Kapkatet,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.906897703559695,-0.25906670630050527,35.88560300189579,2.0
Gaakwen,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.259036378918992,-0.24647540634267698,35.86777230190681,2.5
Ndusu A,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.29404265507041,-0.2484363063396528,35.86522100190591,2.5
Ndusu B,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.661848700943557,-0.25663680632000324,35.86514750190053,2.3
Duala,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.725988267849754,-0.270744106286667,35.86436900189137,2.1
Keriko B,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.624119628206941,-0.2439254063624712,35.84731260191164,2.5
Keriko A,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.773849811181373,-0.2520810063372071,35.85577540190496,2.6
Turi,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.149848050233162,-0.25307820634318173,35.84323030190624,2.4
Mbama,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.88031519439227,-0.2428988063754533,35.83155760191472,2.2
Waldai,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.79959561750791,-0.2487864063615831,35.83112190191091,2.2
Kipkoi/Kaportin,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.13927467825124,-0.05257550667152559,36.077635602003085,2.6
Sawaiti A,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.463503487229303,-0.07198230666201398,36.021546101998744,1.7
Kongasis,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.623374307244587,0.017215393132230323,36.04029090205533,1.9
Kimugul,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.004597639706168,0.016661693129531637,36.03429080205587,1.8
Siriat,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.728133293542373,-0.0065622068156453136,36.03102350204089,1.5
Ruiyobei,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.132725641059674,-0.03552470673559566,36.04448370201952,1.8
Bunyerian,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.31776108610463,-0.021428406744039282,36.08304500202302,2.7
Kokwomoi,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.27379811164638,-0.03754940671158697,36.07267990201386,2.5
Chelitit,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.196195015312716,-0.016932706761941453,36.07283850202758,2.4
Kimamoi,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.967813866685448,-0.02880670675859452,36.03477230202548,1.6
Bangoroni,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.273402966656574,-0.04351590672891886,36.02541920201711,1.5
Kaptera,Nakuru,500 - 10k people,10.0,Tier 2: Moderate Access (2-5km),4.785296606724897,-0.04185450674878852,36.00199510202178,1.0
Kaptembwo/Molilelwe,Nakuru,500 - 10k people,8.0,Tier 2: Moderate Access (2-5km),4.144636362428084,-0.015470206814726908,36.00003860203965,0.8
Lomolo,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.4518911243347725,0.02291939309073961,35.99966060206528,1.3
Kampi Samaki,Nakuru,500 - 10k people,3.0,Tier 1: High Access (0-2km),1.2534426392471771,-0.02585480680663177,35.97431280203664,0.3
East Gate,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.660550712065038,-0.14978270650134612,35.979283701953584,0.5
Lower Rafiki A,Nakuru,500 - 10k people,3.0,Tier 1: High Access (0-2km),1.5416490226959048,-0.153135206504114,35.96305220195384,0.3
Lower Rafiki B,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.4958048469954015,-0.1445124065250314,35.96301790195956,0.5
Ex Jack Evans,Nakuru,500 - 10k people,6.0,Tier 2: Moderate Access (2-5km),3.2425000356312537,-0.1378711065430372,35.960194801964406,0.6
Kiwanja Ndege,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.626750951157632,-0.10414400659256516,36.00837970197939,1.7
Black,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.848702973168383,-0.09492630662236178,35.99742610198719,1.8
Mulwang,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.323244736965286,-0.060641306709075894,35.992797102010684,1.1
Losibil A,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.314066251388021,-0.12357410656248222,35.9828965019704,1.1
Sarambei A,Nakuru,500 - 10k people,12.0,Tier 3: Underserved (5-10km),5.801545088850158,-0.07287160668894063,35.97836580200475,1.2
Koisamo B,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.973415307998074,-0.09334600663984118,35.97716830199134,1.6
Koyomtich,Nakuru,500 - 10k people,7.0,Tier 2: Moderate Access (2-5km),3.7408484100964388,-0.05642590673893142,35.963781602017896,0.7
Koisamo A,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.321459776574094,-0.08876230666109465,35.962193801996676,1.5
Sarambei B,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.558672950150855,-0.0705769067145167,35.94869300201079,1.1
Molok,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.68141356211842,-0.07602040671007426,35.935556102009166,1.3
Kaplegetet,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.946380780077655,-0.06860960674619217,35.90876570201815,1.6
Ngoswet,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.876487069180895,-0.052966106790592556,35.89959300202992,1.6
Ranjuera,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.4814034420968705,-0.11782560661120736,35.9311861019821,1.3
Mogoiwet,Nakuru,500 - 10k people,10.0,Tier 3: Underserved (5-10km),5.065362383930571,-0.14002190656080676,35.925959501968215,1.0
Hosea,Nakuru,500 - 10k people,9.0,Tier 2: Moderate Access (2-5km),4.49579111893133,-0.19369940642678737,35.93210320193176,0.9
Nehema,Nakuru,500 - 10k people,10.0,Tier 3: Underserved (5-10km),5.00529975084748,-0.19806720641773454,35.92986050192922,1.0
Rongai,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.379939075263711,-0.08651750667839907,35.94458470200084,1.5
Malkelwet,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.318527657121566,-0.09043290667777464,35.93133200200025,1.7
Lelechwet,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),8.168781762584786,-0.08435690669795291,35.923350802005494,1.6
Kapkemeloi,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.105196118065251,-0.08313540673474476,35.873042302013914,2.4
Kipsirich,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.131005099654294,-0.08930930672435466,35.86607320201087,2.6
Shalom A,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.299296723788697,-0.20442400641663858,35.90859310192828,1.5
Muorokya,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.253015681588174,-0.21618290639713245,35.89537960192255,1.9
Shalom B,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.71384781343535,-0.19686320644720237,35.890204101936085,1.7
Gicheha Primary,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.54305628512377,-0.18224870648437447,35.88742540194616,1.7
